run_id,protocol,task_domain,sample_index,repetition,total_prompt_tokens,total_completion_tokens,total_tokens,total_latency_ms,total_messages,any_truncation,any_json_parse_error,completion_score,final_answer,provider,model
462cccce,JSON,NEWS,3,1,903,661,1564,9274.84,3,False,False,0.279,"{
  ""tsmc_arizona_fab_yield"": ""90% for 4nm chips"",
  ""global_semiconductor_lead_times"": ""dropped from 26 weeks to 14 weeks"",
  ""tsmc_q1_2025_revenue"": ""$22.5 billion, 25% YoY growth"",
  ""tsmc_2025_cap",deepseek,deepseek-v4-flash
8bed2ee6,JSON,NEWS,4,0,842,527,1369,8137.99,3,False,False,0.283,"{
  ""main_action"": ""EU enacted AI Act"",
  ""significance"": ""world's first comprehensive AI law"",
  ""scope"": ""affects all companies serving EU citizens"",
  ""fine_percentage"": ""up to 7% of global revenue",deepseek,deepseek-v4-flash
1e41f5d5,JSON,NEWS,4,1,686,277,963,5152.98,3,False,False,0.401,"{
  ""law_name"": ""AI Act"",
  ""status"": ""enacted"",
  ""fine_percentage"": ""7% of global revenue"",
  ""high_risk_requirements"": ""conformity assessments"",
  ""banned_practices"": [""social scoring"", ""real-time ",deepseek,deepseek-v4-flash
a6a90e53,SHARED_MEMORY,MATH,0,0,727,72,799,2936.21,3,False,False,1.0,#### 18,deepseek,deepseek-v4-flash
b6a78d56,SHARED_MEMORY,MATH,0,1,751,84,835,3689.38,3,False,False,1.0,#### 18,deepseek,deepseek-v4-flash
df610c8d,SHARED_MEMORY,MATH,1,0,615,115,730,3383.65,3,False,False,1.0,"The robe requires 2 bolts of blue fiber and half that amount of white fiber, which is 1 bolt. The total is 2 + 1 = 3 bolts.

#### 3",deepseek,deepseek-v4-flash
579ff182,SHARED_MEMORY,MATH,1,1,602,102,704,3285.33,3,False,False,1.0,"The robe takes 2 bolts of blue fiber and half that amount (1 bolt) of white fiber, for a total of 3 bolts.

#### 3",deepseek,deepseek-v4-flash
d2fb409e,SHARED_MEMORY,MATH,2,0,772,153,925,3580.82,3,False,False,1.0,#### 70000,deepseek,deepseek-v4-flash
c72658e4,SHARED_MEMORY,MATH,2,1,858,272,1130,5265.03,3,False,False,1.0,"The total cost is $80,000 + $50,000 = $130,000. The value increases by 150% of $80,000, which is $120,000, so the new value is $80,000 + $120,000 = $200,000. Profit is $200,000 - $130,000 = $70,000.

",deepseek,deepseek-v4-flash
5ee716d6,SHARED_MEMORY,MATH,3,0,642,73,715,2909.45,3,False,False,1.0,#### 540,deepseek,deepseek-v4-flash
f04b1d07,SHARED_MEMORY,MATH,3,1,611,105,716,3307.75,3,False,False,1.0,"James runs 3 sprints per session, 3 times a week, with each sprint being 60 meters. The total distance per week is 60 × 3 × 3 = 540 meters.

#### 540",deepseek,deepseek-v4-flash
0688decd,SHARED_MEMORY,MATH,4,0,1127,294,1421,5601.46,3,False,False,1.0,"20 chickens × 3 cups per chicken = 60 cups total daily feed needed.  
15 cups (morning) + 25 cups (afternoon) = 40 cups already given.  
60 cups − 40 cups = 20 cups needed for the final meal.  

#### ",deepseek,deepseek-v4-flash
fd5de350,SHARED_MEMORY,MATH,4,1,966,179,1145,4950.79,3,False,False,1.0,"The total daily feed needed for 20 chickens is 20 × 3 = 60 cups. The feed already given is 15 + 25 = 40 cups. Therefore, the final meal must provide 60 - 40 = 20 cups.

#### 20",deepseek,deepseek-v4-flash
ffc7a169,SHARED_MEMORY,READING,0,0,1079,72,1151,2869.55,3,False,False,1.0,Denver Broncos,deepseek,deepseek-v4-flash
02da4e0f,SHARED_MEMORY,READING,0,1,1103,84,1187,3177.07,3,False,False,1.0,Denver Broncos,deepseek,deepseek-v4-flash
2291b28e,SHARED_MEMORY,READING,1,0,1065,66,1131,3067.02,3,False,False,1.0,Carolina Panthers,deepseek,deepseek-v4-flash
d3f052e9,SHARED_MEMORY,READING,1,1,1045,57,1102,2650.06,3,False,False,1.0,Carolina Panthers,deepseek,deepseek-v4-flash
eecea09e,SHARED_MEMORY,READING,2,0,1042,71,1113,3058.56,3,False,False,0.737,"Levi's Stadium in Santa Clara, California.",deepseek,deepseek-v4-flash
08f263a1,SHARED_MEMORY,READING,2,1,1062,80,1142,2778.76,3,False,False,0.737,"Levi's Stadium in Santa Clara, California.",deepseek,deepseek-v4-flash
3225febe,SHARED_MEMORY,READING,3,0,1046,61,1107,2698.52,3,False,False,1.0,Denver Broncos,deepseek,deepseek-v4-flash
8f9ed5a6,SHARED_MEMORY,READING,3,1,1118,93,1211,2969.13,3,False,False,1.0,Denver Broncos,deepseek,deepseek-v4-flash
aaaed285,SHARED_MEMORY,READING,4,0,1105,77,1182,2991.3,3,False,False,1.0,gold,deepseek,deepseek-v4-flash
9ddcf9e1,SHARED_MEMORY,READING,4,1,1085,67,1152,2953.24,3,False,False,1.0,gold,deepseek,deepseek-v4-flash
3a3626b0,SHARED_MEMORY,NEWS,0,0,1216,468,1684,7174.23,3,False,False,0.44,"**Summary of Key Facts and Figures from the March 2025 Fed Meeting**

- **Policy Decision:** The Federal Reserve held its benchmark interest rate unchanged at 4.25%–4.50%.
- **Inflation:** Remains abo",deepseek,deepseek-v4-flash
95fcadc0,SHARED_MEMORY,NEWS,0,1,1322,513,1835,8706.3,3,False,False,0.432,"At its March 2025 meeting, the Federal Reserve held its benchmark interest rate unchanged at 4.25%–4.50%. Chair Jerome Powell noted that inflation remains above the 2% target at 2.8%, while the labor ",deepseek,deepseek-v4-flash
bae09129,SHARED_MEMORY,NEWS,1,0,1231,498,1729,8075.43,3,False,False,0.437,"Apple reported Q1 FY2025 revenue of $124.3 billion, up 4% year-over-year. iPhone revenue reached $69.1 billion, and Services revenue hit a record $26.3 billion. Earnings per share (EPS) was $2.40, bea",deepseek,deepseek-v4-flash
ae3aa973,SHARED_MEMORY,NEWS,1,1,1251,544,1795,8822.39,3,False,False,0.524,"**Apple Q1 FY2025 Earnings Summary**

- **Revenue:** $124.3 billion (+4% year-over-year)
- **iPhone Revenue:** $69.1 billion
- **Services Revenue:** $26.3 billion (record high)
- **Earnings Per Share ",deepseek,deepseek-v4-flash
c3c83e8e,SHARED_MEMORY,NEWS,2,0,1292,537,1829,7993.93,3,False,False,0.467,"**Tesla Announces New Affordable EV Model**
- **Product:** Model Q – $25,000, 280-mile range, 0-60 mph in 5.8 seconds.
- **Production:** Begins Q3 2025 at Gigafactory Texas.
- **Market Impact:** Stock",deepseek,deepseek-v4-flash
e4dac7ac,SHARED_MEMORY,NEWS,2,1,1187,422,1609,7395.98,3,False,False,0.404,"Tesla announced the Model Q, a new affordable electric vehicle priced at $25,000, targeting mass-market adoption. It features a 280-mile range and accelerates from 0 to 60 mph in 5.8 seconds. Producti",deepseek,deepseek-v4-flash
6b1bfdf6,SHARED_MEMORY,NEWS,3,0,1342,636,1978,9442.97,3,False,False,0.382,"**Key Facts and Figures from the Article:**

- **Trend:** The global chip shortage is easing.
- **Key Player:** TSMC is leading the recovery.
- **Fab Progress:** TSMC's Arizona fab is producing 4nm ch",deepseek,deepseek-v4-flash
ecaee20f,SHARED_MEMORY,NEWS,3,1,1237,557,1794,8771.27,3,False,False,0.345,"**Analysis Summary: Global Chip Shortage Eases as TSMC Expands**

- **Key Numerical Facts:**
  - TSMC's Arizona fab is producing 4nm chips with a 90% yield rate.
  - Global semiconductor lead times de",deepseek,deepseek-v4-flash
c6b2ab65,SHARED_MEMORY,NEWS,4,0,1221,514,1735,7909.51,3,False,False,0.325,"The European Union has enacted the AI Act, the world's first comprehensive AI regulation. The law prohibits social scoring and real-time biometric surveillance. High-risk AI systems must undergo confo",deepseek,deepseek-v4-flash
ab16a546,SHARED_MEMORY,NEWS,4,1,1252,495,1747,8529.49,3,False,False,0.277,"The European Union has enacted the AI Act, the world's first comprehensive AI law. Key provisions include mandatory conformity assessments for high-risk AI systems, a ban on social scoring and real-ti",deepseek,deepseek-v4-flash
1a35cebb,SHARED_MEMORY_NL,MATH,0,0,913,241,1154,5062.63,3,False,False,1.0,"Janet’s ducks lay 16 eggs per day. She uses 3 for breakfast and 4 for muffins, totaling 7 eggs used. That leaves 9 eggs to sell at the farmers' market. At $2 per egg, she makes $18 each day. #### 18",deepseek,deepseek-v4-flash
effa5dbb,SHARED_MEMORY_NL,MATH,0,1,909,252,1161,5281.1,3,False,False,1.0,"Janet’s ducks lay 16 eggs per day. She uses 3 eggs for breakfast and 4 for baking muffins, totaling 7 eggs used. That leaves 16 minus 7 equals 9 eggs to sell. At $2 per egg, she makes 9 times 2 equals",deepseek,deepseek-v4-flash
44f2ee11,SHARED_MEMORY_NL,MATH,1,0,729,154,883,4021.01,3,False,False,1.0,"The robe requires 2 bolts of blue fiber and half that amount, which is 1 bolt, of white fiber. Adding these together gives a total of 3 bolts. #### 3",deepseek,deepseek-v4-flash
6bf15e1a,SHARED_MEMORY_NL,MATH,1,1,791,205,996,4635.8,3,False,False,1.0,"The robe requires 2 bolts of blue fiber and half that amount, which is 1 bolt, of white fiber. Adding these together gives a total of 3 bolts. #### 3",deepseek,deepseek-v4-flash
96d44321,SHARED_MEMORY_NL,MATH,2,0,959,338,1297,5896.43,3,False,False,1.0,"Josh bought the house for $80,000 and spent $50,000 on repairs, for a total cost of $130,000. The repairs increased the house's value by 150% of the original price, which is $120,000, making the new v",deepseek,deepseek-v4-flash
0f0b216a,SHARED_MEMORY_NL,MATH,2,1,972,389,1361,6667.75,3,False,False,1.0,"Josh bought a house for $80,000 and spent $50,000 on repairs, for a total cost of $130,000. The repairs increased the house's value by 150%, meaning the new value is 250% of the original purchase pric",deepseek,deepseek-v4-flash
a8a8154f,SHARED_MEMORY_NL,MATH,3,0,879,263,1142,4913.06,3,False,False,1.0,"James runs 3 sprints per session, each sprint 60 meters, so per session he runs 180 meters. He does 3 sessions per week, so total meters per week is 540. #### 540",deepseek,deepseek-v4-flash
210f8713,SHARED_MEMORY_NL,MATH,3,1,889,304,1193,5403.07,3,False,False,1.0,"James runs 3 sprints per session, 3 sessions per week, with each sprint being 60 meters. In one session, he runs 3 times 60 meters, which is 180 meters. Over three sessions, he runs 180 times 3, which",deepseek,deepseek-v4-flash
72441c56,SHARED_MEMORY_NL,MATH,4,0,1096,227,1323,4815.48,3,False,False,1.0,Wendi needs to give her chickens 20 cups of feed in the final meal of the day. #### 20,deepseek,deepseek-v4-flash
51dd9df2,SHARED_MEMORY_NL,MATH,4,1,1115,291,1406,5962.82,3,False,False,1.0,"Wendi has 20 chickens, and each chicken needs 3 cups of feed per day, so the total daily feed required is 60 cups. She has already given 15 cups in the morning and 25 cups in the afternoon, for a tota",deepseek,deepseek-v4-flash
903ec971,SHARED_MEMORY_NL,READING,0,0,1181,105,1286,3372.06,3,False,False,0.4,The Denver Broncos represented the AFC at Super Bowl 50.,deepseek,deepseek-v4-flash
ca582303,SHARED_MEMORY_NL,READING,0,1,1192,97,1289,3158.52,3,False,False,1.0,The Denver Broncos.,deepseek,deepseek-v4-flash
1b19f13c,SHARED_MEMORY_NL,READING,1,0,1149,89,1238,3077.74,3,False,False,0.4,The Carolina Panthers represented the NFC at Super Bowl 50.,deepseek,deepseek-v4-flash
4bee26f7,SHARED_MEMORY_NL,READING,1,1,1185,107,1292,3454.09,3,False,False,0.4,The Carolina Panthers represented the NFC at Super Bowl 50.,deepseek,deepseek-v4-flash
42ea9ae1,SHARED_MEMORY_NL,READING,2,0,1164,110,1274,3488.09,3,False,False,0.8,"Super Bowl 50 took place at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",deepseek,deepseek-v4-flash
ebe4c749,SHARED_MEMORY_NL,READING,2,1,1158,98,1256,3129.34,3,False,False,0.64,"Super Bowl 50 took place at Levi's Stadium in Santa Clara, California.",deepseek,deepseek-v4-flash
21116c43,SHARED_MEMORY_NL,READING,3,0,1154,84,1238,3124.07,3,False,False,1.0,The Denver Broncos.,deepseek,deepseek-v4-flash
6504943f,SHARED_MEMORY_NL,READING,3,1,1163,96,1259,3053.99,3,False,False,0.5,The Denver Broncos won Super Bowl 50.,deepseek,deepseek-v4-flash
de991185,SHARED_MEMORY_NL,READING,4,0,1226,114,1340,3298.52,3,False,False,1.0,Gold.,deepseek,deepseek-v4-flash
3cb07c6f,SHARED_MEMORY_NL,READING,4,1,1147,67,1214,2971.24,3,False,False,1.0,Gold.,deepseek,deepseek-v4-flash
cdbcf8fa,SHARED_MEMORY_NL,NEWS,0,0,1095,283,1378,5842.08,3,False,False,0.413,"The Federal Reserve held its benchmark interest rate unchanged at 4.25% to 4.50% at its March 2025 meeting. Chair Jerome Powell noted that inflation remains above the 2% target at 2.8%, and the labor ",deepseek,deepseek-v4-flash
8b985dd1,SHARED_MEMORY_NL,NEWS,0,1,1213,380,1593,7086.77,3,False,False,0.357,"The Federal Reserve held its benchmark interest rate steady at 4.25% to 4.50% during its March 2025 meeting. Chair Jerome Powell noted that inflation remains above the 2% target at 2.8%, while the lab",deepseek,deepseek-v4-flash
b1221327,SHARED_MEMORY_NL,NEWS,1,0,1282,511,1793,8479.14,3,False,False,0.392,"Apple reported record Q1 FY2025 earnings with total revenue of $124.3 billion, a 4% increase year-over-year. iPhone revenue was $69.1 billion, while Services revenue reached a record $26.3 billion. Ea",deepseek,deepseek-v4-flash
22c0fd98,SHARED_MEMORY_NL,NEWS,1,1,1079,315,1394,6004.7,3,False,False,0.396,"Apple reported Q1 FY2025 revenue of 124.3 billion dollars, up 4 percent year-over-year. iPhone revenue was 69.1 billion dollars, and services revenue reached a record 26.3 billion dollars. Earnings pe",deepseek,deepseek-v4-flash
b356f496,SHARED_MEMORY_NL,NEWS,2,0,1121,368,1489,6395.17,3,False,False,0.33,"Tesla has announced a new affordable electric vehicle called the Model Q, priced at $25,000. The car offers a 280-mile range and can accelerate from 0 to 60 miles per hour in 5.8 seconds. Production i",deepseek,deepseek-v4-flash
6a912b75,SHARED_MEMORY_NL,NEWS,2,1,1258,475,1733,7510.6,3,False,False,0.388,"Tesla announced the Model Q, a new affordable electric vehicle priced at $25,000, with a 280-mile range and a 0 to 60 miles per hour acceleration time of 5.8 seconds. Production is scheduled to begin ",deepseek,deepseek-v4-flash
b051638c,SHARED_MEMORY_NL,NEWS,3,0,1252,483,1735,8257.46,3,False,False,0.433,"TSMC's Arizona fab is now producing 4nm chips with a 90% yield rate, contributing to an easing of the global chip shortage. Semiconductor lead times have dropped from 26 weeks to 14 weeks. TSMC report",deepseek,deepseek-v4-flash
ad60280a,SHARED_MEMORY_NL,NEWS,3,1,1295,523,1818,8396.74,3,False,False,0.442,"The global chip shortage is easing, driven by TSMC's expansion. TSMC's Arizona fab is producing 4nm chips with a 90% yield rate. Global semiconductor lead times have dropped from 26 weeks to 14 weeks.",deepseek,deepseek-v4-flash
8d1dd284,SHARED_MEMORY_NL,NEWS,4,0,959,238,1197,5122.68,3,False,False,0.404,"The European Union has enacted the AI Act, the world's first comprehensive AI law. High-risk AI systems must undergo conformity assessments. Companies that violate the law face fines of up to 7 percen",deepseek,deepseek-v4-flash
0fa2959c,SHARED_MEMORY_NL,NEWS,4,1,994,254,1248,5532.54,3,False,False,0.429,"The European Union has officially enacted the AI Act, the world's first comprehensive AI law. High-risk AI systems must undergo conformity assessments. Companies face fines of up to 7 percent of globa",deepseek,deepseek-v4-flash
42ea52e9,SHARED_MEMORY_MARKDOWN,MATH,0,0,1126,374,1500,6763.31,3,False,False,1.0,"## Solution

- **Total eggs laid per day:** 16
- **Eggs used daily:** 3 (breakfast) + 4 (muffins) = 7
- **Eggs remaining for sale:** 16 - 7 = 9
- **Daily revenue:** 9 eggs × $2 per egg = $18

#### 18",deepseek,deepseek-v4-flash
3db64f38,SHARED_MEMORY_MARKDOWN,MATH,0,1,1090,352,1442,6454.83,3,False,False,1.0,"## Solution

- Total eggs laid per day: 16
- Eggs used for breakfast: 3
- Eggs used for muffins: 4
- Total eggs consumed: 3 + 4 = 7
- Eggs sold daily: 16 - 7 = 9
- Price per egg: $2
- Daily revenue: 9",deepseek,deepseek-v4-flash
74cf6794,SHARED_MEMORY_MARKDOWN,MATH,1,0,1122,418,1540,6727.41,3,False,False,1.0,"## Final Answer

The problem states that a robe takes 2 bolts of blue fiber and half that much white fiber.  
- Blue fiber: 2 bolts  
- White fiber: half of 2 bolts = 1 bolt  
- Total fiber: 2 + 1 = 3",deepseek,deepseek-v4-flash
eb536163,SHARED_MEMORY_MARKDOWN,MATH,1,1,1068,380,1448,6793.92,3,False,False,1.0,"## Solution

The problem states that a robe requires 2 bolts of blue fiber and half that amount of white fiber.

- Blue fiber: 2 bolts
- White fiber: half of 2 bolts = 1 bolt
- Total: 2 + 1 = 3 bolts
",deepseek,deepseek-v4-flash
3fd3efff,SHARED_MEMORY_MARKDOWN,MATH,2,0,1233,656,1889,9179.73,3,False,False,1.0,"## Solution to the House Flipping Profit Problem

**Step 1: Calculate total investment**
- Purchase price: $80,000
- Repair costs: $50,000
- Total investment = $80,000 + $50,000 = $130,000

**Step 2: ",deepseek,deepseek-v4-flash
46a67dd3,SHARED_MEMORY_MARKDOWN,MATH,2,1,1266,532,1798,8227.33,3,False,False,1.0,"## Solution to the House Flipping Profit Problem

- **Total cost**: $80,000 (purchase) + $50,000 (repairs) = $130,000
- **Value increase**: 150% of $80,000 = $120,000
- **New house value**: $80,000 + ",deepseek,deepseek-v4-flash
161574f8,SHARED_MEMORY_MARKDOWN,MATH,3,0,1061,371,1432,6462.39,3,False,False,1.0,"## Final Answer

James runs 3 sprints per session, each 60 meters, and does 3 sessions per week.  
- Distance per session: 3 × 60 = 180 meters  
- Weekly distance: 180 × 3 = 540 meters  

The total me",deepseek,deepseek-v4-flash
fea899cb,SHARED_MEMORY_MARKDOWN,MATH,3,1,1201,465,1666,7479.74,3,False,False,1.0,"## Solution

James runs 3 sprints per session, each sprint is 60 meters, and he does this 3 times per week.

- **Meters per session**: \(3 \times 60 = 180\) meters
- **Total meters per week**: \(180 \",deepseek,deepseek-v4-flash
851acb42,SHARED_MEMORY_MARKDOWN,MATH,4,0,1322,455,1777,7377.3,3,False,False,1.0,"## Solution

The problem requires determining the cups of feed needed for the final meal of the day for Wendi's flock of 20 chickens.

- **Total daily feed requirement**: 20 chickens × 3 cups per chic",deepseek,deepseek-v4-flash
7a319585,SHARED_MEMORY_MARKDOWN,MATH,4,1,1506,552,2058,8428.29,3,False,False,1.0,"## Solution

The problem requires determining the amount of feed needed for the final meal for Wendi's flock of 20 chickens.

- **Total daily feed required**: 20 chickens × 3 cups per chicken = 60 cup",deepseek,deepseek-v4-flash
a903e0cf,SHARED_MEMORY_MARKDOWN,READING,0,0,1388,252,1640,4684.53,3,False,False,0.667,"## Final Answer

- **Denver Broncos**",deepseek,deepseek-v4-flash
a1220f45,SHARED_MEMORY_MARKDOWN,READING,0,1,1517,345,1862,5836.88,3,False,False,0.667,"## Final Answer

- **Denver Broncos**",deepseek,deepseek-v4-flash
abf8a0d7,SHARED_MEMORY_MARKDOWN,READING,1,0,1409,267,1676,5230.05,3,False,False,0.667,"## Final Answer

- **Carolina Panthers**",deepseek,deepseek-v4-flash
d321e869,SHARED_MEMORY_MARKDOWN,READING,1,1,1707,465,2172,7478.09,3,True,False,0.333,"## Final Answer

- **NFC team at Super Bowl 50:** Carolina Panthers",deepseek,deepseek-v4-flash
3acfddc8,SHARED_MEMORY_MARKDOWN,READING,2,0,1638,440,2078,7213.58,3,True,False,0.636,"## Final Answer

- **Location:** Levi's Stadium in Santa Clara, California.",deepseek,deepseek-v4-flash
32e6dcd3,SHARED_MEMORY_MARKDOWN,READING,2,1,1699,471,2170,7320.61,3,True,False,0.571,"## Final Answer

- **Location:** Levi's Stadium, Santa Clara, California.",deepseek,deepseek-v4-flash
2be72aef,SHARED_MEMORY_MARKDOWN,READING,3,0,1450,285,1735,5236.1,3,False,False,0.667,"## Final Answer

- **Denver Broncos**",deepseek,deepseek-v4-flash
6f59cbda,SHARED_MEMORY_MARKDOWN,READING,3,1,1740,447,2187,7555.41,3,False,False,0.667,"## Final Answer

Denver Broncos",deepseek,deepseek-v4-flash
ed43ffa5,SHARED_MEMORY_MARKDOWN,READING,4,0,1485,292,1777,5454.63,3,False,False,0.4,"## Final Answer

- **Color:** Gold",deepseek,deepseek-v4-flash
7e9980d4,SHARED_MEMORY_MARKDOWN,READING,4,1,1431,265,1696,5064.03,3,False,False,0.5,"## Final Answer

Gold",deepseek,deepseek-v4-flash
106c962d,SHARED_MEMORY_MARKDOWN,NEWS,0,0,1425,596,2021,8705.99,3,False,False,0.271,"## Summary of Federal Reserve March 2025 Meeting

- **Main Event**: The Federal Reserve held its benchmark interest rate steady.
- **Interest Rate Range**: 4.25% - 4.50% (unchanged)
- **Inflation Rate",deepseek,deepseek-v4-flash
72de04cd,SHARED_MEMORY_MARKDOWN,NEWS,0,1,1759,871,2630,12324.22,3,False,False,0.303,"## Summary of Federal Reserve March 2025 Decision

- **Main Subject**: Federal Reserve interest rate decision
- **Key Figures**:
  - Benchmark interest rate held unchanged at **4.25%–4.50%**
  - Infla",deepseek,deepseek-v4-flash
b9ae4aed,SHARED_MEMORY_MARKDOWN,NEWS,1,0,1400,541,1941,8195.07,3,False,False,0.505,"## Apple Q1 FY2025 Earnings Summary

- **Total Revenue**: $124.3 billion, up 4% year-over-year
- **iPhone Revenue**: $69.1 billion
- **Services Revenue**: $26.3 billion (record high)
- **Earnings Per ",deepseek,deepseek-v4-flash
a405c97f,SHARED_MEMORY_MARKDOWN,NEWS,1,1,1354,503,1857,8062.94,3,False,False,0.518,"## Apple Q1 FY2025 Earnings Summary

- **Total Revenue**: $124.3 billion (up 4% year-over-year)
- **iPhone Revenue**: $69.1 billion
- **Services Revenue**: $26.3 billion (record high)
- **Earnings Per",deepseek,deepseek-v4-flash
7c2fe714,SHARED_MEMORY_MARKDOWN,NEWS,2,0,1804,1023,2827,13990.94,3,False,False,0.207,"## Tesla Model Q Announcement Summary

### Key Facts and Figures
- **Product:** Tesla Model Q (affordable electric vehicle)
- **Price:** $25,000
- **Range:** 280 miles
- **Acceleration:** 0-60 mph in ",deepseek,deepseek-v4-flash
d1899a2f,SHARED_MEMORY_MARKDOWN,NEWS,2,1,1419,665,2084,9787.83,3,False,False,0.283,"## Analysis of Tesla's New Affordable EV Model Announcement

### Key Facts and Figures
- **Vehicle name:** Model Q
- **Price:** $25,000
- **Range:** 280 miles
- **Acceleration:** 0-60 mph in 5.8 secon",deepseek,deepseek-v4-flash
8b17b6c2,SHARED_MEMORY_MARKDOWN,NEWS,3,0,1487,709,2196,10031.64,3,False,False,0.358,"## Key Facts and Figures from News Article Analysis

- **TSMC Arizona Fab**: Producing 4nm chips with a 90% yield rate
- **Global Semiconductor Lead Times**: Dropped from 26 weeks to 14 weeks
- **TSMC",deepseek,deepseek-v4-flash
0a02d695,SHARED_MEMORY_MARKDOWN,NEWS,3,1,1699,935,2634,12540.96,3,False,False,0.232,"## Summary: Global Chip Shortage Eases as TSMC Expands

- **Key Facts and Figures:**
  - TSMC's Arizona fab is producing 4nm chips at a 90% yield rate.
  - Global semiconductor lead times dropped from",deepseek,deepseek-v4-flash
d07d2a60,SHARED_MEMORY_MARKDOWN,NEWS,4,0,1724,795,2519,11822.58,3,False,False,0.256,"## EU AI Act: Key Facts and Summary

### Key Figures
- **Fine**: Up to 7% of global revenue for violations
- **Compliance deadline**: 24 months for companies to comply

### Regulatory Scope
- **High-r",deepseek,deepseek-v4-flash
65e7899d,SHARED_MEMORY_MARKDOWN,NEWS,4,1,1391,722,2113,10833.58,3,False,False,0.188,"## Key Facts and Figures from the EU AI Act Analysis

- **Title:** EU Passes Comprehensive AI Regulation Act
- **Main Subject:** The European Union's AI Act, the world's first comprehensive AI law
- *",deepseek,deepseek-v4-flash
aa0a59dc,SHARED_MEMORY_JSON,MATH,0,0,1070,220,1290,4393.37,3,False,False,1.0,"{
  ""answer"": ""Janet makes $18 per day at the farmers' market."",
  ""numeric_answer"": ""#### 18""
}",deepseek,deepseek-v4-flash
5b7aee65,SHARED_MEMORY_JSON,MATH,0,1,1042,189,1231,4648.58,3,False,False,1.0,"{
  ""final_answer"": 18
}",deepseek,deepseek-v4-flash
afd4f5a7,SHARED_MEMORY_JSON,MATH,1,0,833,125,958,3329.26,3,False,False,1.0,"{
  ""final_answer"": ""#### 3""
}",deepseek,deepseek-v4-flash
d789a0ab,SHARED_MEMORY_JSON,MATH,1,1,881,154,1035,4453.89,3,False,False,1.0,"{
  ""final_answer"": ""#### 3""
}",deepseek,deepseek-v4-flash
29e29b8a,SHARED_MEMORY_JSON,MATH,2,0,1078,218,1296,4663.38,3,False,False,1.0,"{
  ""final_answer"": ""#### 70000""
}",deepseek,deepseek-v4-flash
dacbca01,SHARED_MEMORY_JSON,MATH,2,1,1074,217,1291,4816.7,3,False,False,1.0,"{
  ""final_answer"": ""#### 70000""
}",deepseek,deepseek-v4-flash
631757ef,SHARED_MEMORY_JSON,MATH,3,0,989,202,1191,4409.04,3,False,False,1.0,"{
  ""final_answer"": ""#### 540""
}",deepseek,deepseek-v4-flash
5455b568,SHARED_MEMORY_JSON,MATH,3,1,992,204,1196,4708.52,3,False,False,1.0,"{
  ""final_answer"": ""#### 540""
}",deepseek,deepseek-v4-flash
89e4946e,SHARED_MEMORY_JSON,MATH,4,0,1144,167,1311,4002.93,3,False,False,1.0,"{
  ""final_answer"": 20
}",deepseek,deepseek-v4-flash
5323a85d,SHARED_MEMORY_JSON,MATH,4,1,1131,157,1288,4067.84,3,False,False,1.0,"{
  ""final_answer"": ""#### 20""
}",deepseek,deepseek-v4-flash
cca272ec,SHARED_MEMORY_JSON,READING,0,0,1348,163,1511,4079.53,3,False,False,0.8,"{
  ""answer"": ""Denver Broncos""
}",deepseek,deepseek-v4-flash
8f912132,SHARED_MEMORY_JSON,READING,0,1,1359,178,1537,4263.06,3,False,False,0.8,"{
  ""answer"": ""Denver Broncos""
}",deepseek,deepseek-v4-flash
79b6a659,SHARED_MEMORY_JSON,READING,1,0,1505,319,1824,6158.39,3,False,False,0.8,"{
  ""answer"": ""Carolina Panthers""
}",deepseek,deepseek-v4-flash
e57e9349,SHARED_MEMORY_JSON,READING,1,1,1265,100,1365,4382.43,3,False,False,0.8,"{
  ""answer"": ""Carolina Panthers""
}",deepseek,deepseek-v4-flash
202823a7,SHARED_MEMORY_JSON,READING,2,0,1269,110,1379,3589.57,3,False,False,0.7,"{
  ""answer"": ""Levi's Stadium in Santa Clara, California""
}",deepseek,deepseek-v4-flash
0ef755e7,SHARED_MEMORY_JSON,READING,2,1,1285,118,1403,3382.9,3,False,False,0.7,"{
  ""answer"": ""Levi's Stadium in Santa Clara, California.""
}",deepseek,deepseek-v4-flash
85c2da48,SHARED_MEMORY_JSON,READING,3,0,1289,112,1401,3685.76,3,False,False,0.8,"{
  ""answer"": ""Denver Broncos""
}",deepseek,deepseek-v4-flash
730351c7,SHARED_MEMORY_JSON,READING,3,1,1271,106,1377,3562.84,3,False,False,0.8,"{
  ""answer"": ""Denver Broncos""
}",deepseek,deepseek-v4-flash
e837602d,SHARED_MEMORY_JSON,READING,4,0,1372,189,1561,4637.49,3,False,False,0.667,"{
  ""answer"": ""gold""
}",deepseek,deepseek-v4-flash
515c4f6c,SHARED_MEMORY_JSON,READING,4,1,1375,165,1540,4297.72,3,False,False,0.667,"{
  ""answer"": ""gold""
}",deepseek,deepseek-v4-flash
6ea67d7e,SHARED_MEMORY_JSON,NEWS,0,0,1429,486,1915,7687.07,3,False,False,0.535,"{
  ""summary"": ""In March 2025, the Federal Reserve held its benchmark interest rate unchanged at 4.25%-4.50%. Inflation remains above the 2% target at 2.8%, while unemployment is at 3.9%. Chair Jerome",deepseek,deepseek-v4-flash
